package,asset_id,relative_path,status,notes
PACK_03,MM-P03-0001,Art/Characters/Heroes/hero_captain_spark.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0002,Art/Characters/Heroes/hero_nova_chief.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0003,Art/Characters/Heroes/hero_gem_baron.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0004,Art/Characters/Heroes/hero_tiny_queen.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0005,Art/Characters/Heroes/hero_professor_volt.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0006,Art/Characters/Heroes/hero_clocksmith.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0007,Art/Characters/Heroes/hero_portal_sage.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0008,Art/Characters/Heroes/hero_mecha_mayor.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0009,Art/Characters/Managers/manager_mine_manager.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0010,Art/Characters/Managers/manager_forest_manager.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0011,Art/Characters/Managers/manager_carrier_manager.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0012,Art/Characters/Managers/manager_science_manager.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0013,Art/Characters/Managers/manager_shop_manager.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0014,Art/Characters/Managers/manager_event_manager.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0015,Art/Characters/Managers/manager_world_manager.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0016,Art/Characters/Managers/manager_bank_manager.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0017,Art/Characters/Managers/manager_factory_manager.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0018,Art/Characters/Managers/manager_quest_manager.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0019,Art/Characters/Managers/manager_boost_manager.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0020,Art/Characters/Managers/manager_guild_manager.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0021,Art/Characters/Workers/Miners/worker_miner_lv03_premium_01.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0022,Art/Characters/Workers/Miners/worker_miner_lv03_premium_02.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0023,Art/Characters/Workers/Miners/worker_miner_lv03_premium_03.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0024,Art/Characters/Workers/Miners/worker_miner_lv03_premium_04.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0025,Art/Characters/Workers/Miners/worker_miner_lv03_premium_05.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0026,Art/Characters/Workers/Miners/worker_miner_lv03_premium_06.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0027,Art/Characters/Workers/Miners/worker_miner_lv03_premium_07.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0028,Art/Characters/Workers/Miners/worker_miner_lv03_premium_08.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0029,Art/Characters/Workers/Miners/worker_miner_lv03_premium_09.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0030,Art/Characters/Workers/Miners/worker_miner_lv03_premium_10.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0031,Art/Characters/Workers/Miners/worker_miner_lv03_premium_11.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0032,Art/Characters/Workers/Miners/worker_miner_lv03_premium_12.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0033,Art/Characters/Workers/Miners/worker_miner_lv03_premium_13.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0034,Art/Characters/Workers/Miners/worker_miner_lv03_premium_14.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0035,Art/Characters/Workers/Miners/worker_miner_lv03_premium_15.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0036,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_01.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0037,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_02.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0038,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_03.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0039,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_04.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0040,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_05.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0041,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_06.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0042,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_07.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0043,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_08.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0044,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_09.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0045,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_10.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0046,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_11.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0047,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_12.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0048,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_13.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0049,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_14.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0050,Art/Characters/Workers/Loggers/worker_logger_lv03_premium_15.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0051,Art/Characters/Workers/Carriers/worker_carrier_lv03_premium_01.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0052,Art/Characters/Workers/Carriers/worker_carrier_lv03_premium_02.png,created_in_package_03,new MicroMasters asset
PACK_03,MM-P03-0053,Art/Characters/Workers/Carriers/worker_carrier_lv03_premium_03.png,created_in_package_03,new MicroMasters asset
