package,asset_id,relative_path,status,notes
PACK_02,MM-P02-0001,Art/Characters/Workers/Miners/worker_miner_lv02_idle_01.png,created_in_package_02,new asset
PACK_02,MM-P02-0002,Art/Characters/Workers/Miners/worker_miner_lv02_idle_02.png,created_in_package_02,new asset
PACK_02,MM-P02-0003,Art/Characters/Workers/Miners/worker_miner_lv02_idle_03.png,created_in_package_02,new asset
PACK_02,MM-P02-0004,Art/Characters/Workers/Miners/worker_miner_lv02_idle_04.png,created_in_package_02,new asset
PACK_02,MM-P02-0005,Art/Characters/Workers/Miners/worker_miner_lv02_idle_05.png,created_in_package_02,new asset
PACK_02,MM-P02-0006,Art/Characters/Workers/Miners/worker_miner_lv02_idle_06.png,created_in_package_02,new asset
PACK_02,MM-P02-0007,Art/Characters/Workers/Miners/worker_miner_lv02_walk_01.png,created_in_package_02,new asset
PACK_02,MM-P02-0008,Art/Characters/Workers/Miners/worker_miner_lv02_walk_02.png,created_in_package_02,new asset
PACK_02,MM-P02-0009,Art/Characters/Workers/Miners/worker_miner_lv02_walk_03.png,created_in_package_02,new asset
PACK_02,MM-P02-0010,Art/Characters/Workers/Miners/worker_miner_lv02_walk_04.png,created_in_package_02,new asset
PACK_02,MM-P02-0011,Art/Characters/Workers/Miners/worker_miner_lv02_walk_05.png,created_in_package_02,new asset
PACK_02,MM-P02-0012,Art/Characters/Workers/Miners/worker_miner_lv02_walk_06.png,created_in_package_02,new asset
PACK_02,MM-P02-0013,Art/Characters/Workers/Miners/worker_miner_lv02_mine_01.png,created_in_package_02,new asset
PACK_02,MM-P02-0014,Art/Characters/Workers/Miners/worker_miner_lv02_mine_02.png,created_in_package_02,new asset
PACK_02,MM-P02-0015,Art/Characters/Workers/Miners/worker_miner_lv02_mine_03.png,created_in_package_02,new asset
PACK_02,MM-P02-0016,Art/Characters/Workers/Miners/worker_miner_lv02_mine_04.png,created_in_package_02,new asset
PACK_02,MM-P02-0017,Art/Characters/Workers/Miners/worker_miner_lv02_mine_05.png,created_in_package_02,new asset
PACK_02,MM-P02-0018,Art/Characters/Workers/Miners/worker_miner_lv02_mine_06.png,created_in_package_02,new asset
PACK_02,MM-P02-0019,Art/Characters/Workers/Miners/worker_miner_lv02_carry_01.png,created_in_package_02,new asset
PACK_02,MM-P02-0020,Art/Characters/Workers/Miners/worker_miner_lv02_carry_02.png,created_in_package_02,new asset
PACK_02,MM-P02-0021,Art/Characters/Workers/Miners/worker_miner_lv02_carry_03.png,created_in_package_02,new asset
PACK_02,MM-P02-0022,Art/Characters/Workers/Miners/worker_miner_lv02_carry_04.png,created_in_package_02,new asset
PACK_02,MM-P02-0023,Art/Characters/Workers/Miners/worker_miner_lv02_carry_05.png,created_in_package_02,new asset
PACK_02,MM-P02-0024,Art/Characters/Workers/Miners/worker_miner_lv02_carry_06.png,created_in_package_02,new asset
PACK_02,MM-P02-0025,Art/Characters/Workers/Loggers/worker_logger_lv02_idle_01.png,created_in_package_02,new asset
PACK_02,MM-P02-0026,Art/Characters/Workers/Loggers/worker_logger_lv02_idle_02.png,created_in_package_02,new asset
PACK_02,MM-P02-0027,Art/Characters/Workers/Loggers/worker_logger_lv02_idle_03.png,created_in_package_02,new asset
PACK_02,MM-P02-0028,Art/Characters/Workers/Loggers/worker_logger_lv02_idle_04.png,created_in_package_02,new asset
PACK_02,MM-P02-0029,Art/Characters/Workers/Loggers/worker_logger_lv02_idle_05.png,created_in_package_02,new asset
PACK_02,MM-P02-0030,Art/Characters/Workers/Loggers/worker_logger_lv02_idle_06.png,created_in_package_02,new asset
PACK_02,MM-P02-0031,Art/Characters/Workers/Loggers/worker_logger_lv02_walk_01.png,created_in_package_02,new asset
PACK_02,MM-P02-0032,Art/Characters/Workers/Loggers/worker_logger_lv02_walk_02.png,created_in_package_02,new asset
PACK_02,MM-P02-0033,Art/Characters/Workers/Loggers/worker_logger_lv02_walk_03.png,created_in_package_02,new asset
PACK_02,MM-P02-0034,Art/Characters/Workers/Loggers/worker_logger_lv02_walk_04.png,created_in_package_02,new asset
PACK_02,MM-P02-0035,Art/Characters/Workers/Loggers/worker_logger_lv02_walk_05.png,created_in_package_02,new asset
PACK_02,MM-P02-0036,Art/Characters/Workers/Loggers/worker_logger_lv02_walk_06.png,created_in_package_02,new asset
PACK_02,MM-P02-0037,Art/Characters/Workers/Loggers/worker_logger_lv02_chop_01.png,created_in_package_02,new asset
PACK_02,MM-P02-0038,Art/Characters/Workers/Loggers/worker_logger_lv02_chop_02.png,created_in_package_02,new asset
PACK_02,MM-P02-0039,Art/Characters/Workers/Loggers/worker_logger_lv02_chop_03.png,created_in_package_02,new asset
PACK_02,MM-P02-0040,Art/Characters/Workers/Loggers/worker_logger_lv02_chop_04.png,created_in_package_02,new asset
PACK_02,MM-P02-0041,Art/Characters/Workers/Loggers/worker_logger_lv02_chop_05.png,created_in_package_02,new asset
PACK_02,MM-P02-0042,Art/Characters/Workers/Loggers/worker_logger_lv02_chop_06.png,created_in_package_02,new asset
PACK_02,MM-P02-0043,Art/Characters/Workers/Loggers/worker_logger_lv02_carry_01.png,created_in_package_02,new asset
PACK_02,MM-P02-0044,Art/Characters/Workers/Loggers/worker_logger_lv02_carry_02.png,created_in_package_02,new asset
PACK_02,MM-P02-0045,Art/Characters/Workers/Loggers/worker_logger_lv02_carry_03.png,created_in_package_02,new asset
PACK_02,MM-P02-0046,Art/Characters/Workers/Loggers/worker_logger_lv02_carry_04.png,created_in_package_02,new asset
PACK_02,MM-P02-0047,Art/Characters/Workers/Loggers/worker_logger_lv02_carry_05.png,created_in_package_02,new asset
PACK_02,MM-P02-0048,Art/Characters/Workers/Loggers/worker_logger_lv02_carry_06.png,created_in_package_02,new asset
PACK_02,MM-P02-0049,Art/Characters/Workers/Carriers/worker_carrier_lv02_idle_01.png,created_in_package_02,new asset
PACK_02,MM-P02-0050,Art/Characters/Workers/Carriers/worker_carrier_lv02_idle_02.png,created_in_package_02,new asset
PACK_02,MM-P02-0051,Art/Characters/Workers/Carriers/worker_carrier_lv02_idle_03.png,created_in_package_02,new asset
PACK_02,MM-P02-0052,Art/Characters/Workers/Carriers/worker_carrier_lv02_idle_04.png,created_in_package_02,new asset
PACK_02,MM-P02-0053,Art/Characters/Workers/Carriers/worker_carrier_lv02_idle_05.png,created_in_package_02,new asset
PACK_02,MM-P02-0054,Art/Characters/Workers/Carriers/worker_carrier_lv02_idle_06.png,created_in_package_02,new asset
PACK_02,MM-P02-0055,Art/Characters/Workers/Carriers/worker_carrier_lv02_walk_01.png,created_in_package_02,new asset
PACK_02,MM-P02-0056,Art/Characters/Workers/Carriers/worker_carrier_lv02_walk_02.png,created_in_package_02,new asset
