package,asset_id,relative_path,status,notes
PACK_04,MM-P04-0001,Art/Characters/Pets/pet_foxbit_lv01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0002,Art/Characters/Pets/pet_foxbit_lv02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0003,Art/Characters/Pets/pet_gemcat_lv01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0004,Art/Characters/Pets/pet_gemcat_lv02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0005,Art/Characters/Pets/pet_cloudpup_lv01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0006,Art/Characters/Pets/pet_cloudpup_lv02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0007,Art/Characters/Pets/pet_leafbun_lv01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0008,Art/Characters/Pets/pet_leafbun_lv02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0009,Art/Characters/Pets/pet_sparkowl_lv01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0010,Art/Characters/Pets/pet_sparkowl_lv02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0011,Art/Characters/Pets/pet_tinyboar_lv01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0012,Art/Characters/Pets/pet_tinyboar_lv02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0013,Art/Characters/Pets/pet_aquakit_lv01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0014,Art/Characters/Pets/pet_aquakit_lv02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0015,Art/Characters/Pets/pet_volcanix_lv01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0016,Art/Characters/Pets/pet_volcanix_lv02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0017,Art/Characters/Pets/pet_frostmole_lv01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0018,Art/Characters/Pets/pet_frostmole_lv02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0019,Art/Characters/Pets/pet_starfin_lv01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0020,Art/Characters/Pets/pet_starfin_lv02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0021,Art/Characters/Enemies/enemy_dust_goblin_v01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0022,Art/Characters/Enemies/enemy_dust_goblin_v02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0023,Art/Characters/Enemies/enemy_time_imp_v01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0024,Art/Characters/Enemies/enemy_time_imp_v02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0025,Art/Characters/Enemies/enemy_coin_thief_v01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0026,Art/Characters/Enemies/enemy_coin_thief_v02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0027,Art/Characters/Enemies/enemy_crystal_slime_v01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0028,Art/Characters/Enemies/enemy_crystal_slime_v02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0029,Art/Characters/Enemies/enemy_box_mimic_v01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0030,Art/Characters/Enemies/enemy_box_mimic_v02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0031,Art/Characters/Enemies/enemy_tiny_ogre_v01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0032,Art/Characters/Enemies/enemy_tiny_ogre_v02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0033,Art/Characters/Enemies/enemy_shadow_bat_v01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0034,Art/Characters/Enemies/enemy_shadow_bat_v02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0035,Art/Characters/Enemies/enemy_gear_gremlin_v01.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0036,Art/Characters/Enemies/enemy_gear_gremlin_v02.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0037,Art/Characters/Workers/Miners/worker_miner_lv04_elite_16.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0038,Art/Characters/Workers/Miners/worker_miner_lv04_elite_17.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0039,Art/Characters/Workers/Miners/worker_miner_lv04_elite_18.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0040,Art/Characters/Workers/Miners/worker_miner_lv04_elite_19.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0041,Art/Characters/Workers/Miners/worker_miner_lv04_elite_20.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0042,Art/Characters/Workers/Miners/worker_miner_lv04_elite_21.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0043,Art/Characters/Workers/Miners/worker_miner_lv04_elite_22.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0044,Art/Characters/Workers/Miners/worker_miner_lv04_elite_23.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0045,Art/Characters/Workers/Miners/worker_miner_lv04_elite_24.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0046,Art/Characters/Workers/Miners/worker_miner_lv04_elite_25.png,created_in_package_04,new MicroMasters asset
PACK_04,MM-P04-0047,Art/Characters/Workers/Miners/worker_miner_lv04_elite_26.png,created_in_package_04,new MicroMasters asset
