package,asset_id,relative_path,status,notes
PACK_05,MM-P05-0001,Art/Characters/Bosses/boss_sugar_titan_v01.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0002,Art/Characters/Bosses/boss_sugar_titan_v02.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0003,Art/Characters/Bosses/boss_desert_colossus_v01.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0004,Art/Characters/Bosses/boss_desert_colossus_v02.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0005,Art/Characters/Bosses/boss_frost_king_v01.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0006,Art/Characters/Bosses/boss_frost_king_v02.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0007,Art/Characters/Bosses/boss_void_worm_v01.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0008,Art/Characters/Bosses/boss_void_worm_v02.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0009,Art/Characters/Bosses/boss_lava_mammoth_v01.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0010,Art/Characters/Bosses/boss_lava_mammoth_v02.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0011,Art/Characters/Bosses/boss_clock_hydra_v01.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0012,Art/Characters/Bosses/boss_clock_hydra_v02.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0013,Art/Characters/Bosses/boss_coin_dragon_v01.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0014,Art/Characters/Bosses/boss_coin_dragon_v02.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0015,Art/Characters/Bosses/boss_relic_golem_v01.png,created_in_package_05,new MicroMasters asset
PACK_05,MM-P05-0016,Art/Characters/Bosses/boss_relic_golem_v02.png,created_in_package_05,new MicroMasters asset
